11:13:04 BEN login success.
11:14:51 BEN login success.
11:25:08 Sql: update  PLAYERS_INFO set IPLAYER_NO=20, IPOS=3, CPLAYER_NAME='施錫克', CCOUNTRY='澳洲', IROSTER=0, CTIMESTAMP='2019/05/22 11:25:07.740' where TEAM_ID=137272 and  PLAYER_ID=217493
11:25:08 Send 2736947 ANALYSISPLAYERLIST/12 
11:25:10 [Failure] Send 2736947 ANALYSISPLAYERLIST/12 ,PLEASE CHECK REMOTING HOST!
11:42:29 BEN login success.
16:15:43 BEN login success.
16:38:25 BEN login success.
16:38:44 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',1,'Racing Club','競賽會',58,'0',25,'阿甲','34360',-1,'137121','17','6','2','2019-05-22 16:38:44.365')
16:38:48 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',12,'Talleres Cordoba','泰拿尼斯',33,'0',25,'阿甲','34360',-1,'138842','9','6','10','2019-05-22 16:38:48.843')
16:38:48 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',13,'Aldosivi','阿度斯維',33,'0',25,'阿甲','34360',-1,'138383','9','6','10','2019-05-22 16:38:48.931')
16:38:49 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',14,'Godoy Cruz','葛度爾古斯',32,'0',25,'阿甲','34360',-1,'137668','9','5','11','2019-05-22 16:38:49.020')
16:38:49 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',15,'Newell's Old Boys','紐維爾',29,'0',25,'阿甲','34360',-1,'137672','7','8','10','2019-05-22 16:38:49.108')
16:43:01 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',1,'Racing Club','競賽會',58,'0',25,'阿甲','34360',-1,'137121','17','6','2','2019-05-22 16:43:01.976')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',2,'Defensa y Justicia','防衛者',53,'0',25,'阿甲','34360',-1,'138384','15','8','2','2019-05-22 16:43:02.068')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',3,'Boca Juniors','小保加',51,'0',25,'阿甲','34360',-1,'137050','15','6','4','2019-05-22 16:43:02.162')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',4,'River Plate','河床',45,'0',25,'阿甲','34360',-1,'137729','13','6','6','2019-05-22 16:43:02.261')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',5,'Atletico Tucuman','圖庫曼體育會',42,'0',25,'阿甲','34360',-1,'137724','12','6','7','2019-05-22 16:43:02.357')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',6,'Velez Sarsfield','沙士菲',40,'0',25,'阿甲','34360',-1,'137674','11','7','7','2019-05-22 16:43:02.447')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',7,'Independiente','獨立隊',38,'0',25,'阿甲','34360',-1,'137727','10','8','7','2019-05-22 16:43:02.539')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',8,'Union Santa Fe','聖達菲聯',36,'0',25,'阿甲','34360',-1,'138396','9','9','7','2019-05-22 16:43:02.629')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',9,'Tigre','堤格雷',36,'0',25,'阿甲','34360',-1,'137052','9','9','7','2019-05-22 16:43:02.723')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',10,'Huracan','颶風隊',35,'0',25,'阿甲','34360',-1,'137671','9','8','8','2019-05-22 16:43:02.811')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',11,'Lanus','拉魯斯',34,'0',25,'阿甲','34360',-1,'137667','9','7','9','2019-05-22 16:43:02.900')
16:43:02 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',12,'Talleres Cordoba','泰拿尼斯',33,'0',25,'阿甲','34360',-1,'138842','9','6','10','2019-05-22 16:43:02.992')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',13,'Aldosivi','阿度斯維',33,'0',25,'阿甲','34360',-1,'138383','9','6','10','2019-05-22 16:43:03.081')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',14,'Godoy Cruz','葛度爾古斯',32,'0',25,'阿甲','34360',-1,'137668','9','5','11','2019-05-22 16:43:03.169')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',15,'Newell''s Old Boys','紐維爾',29,'0',25,'阿甲','34360',-1,'137672','7','8','10','2019-05-22 16:43:03.257')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',16,'Banfield','班菲特',29,'0',25,'阿甲','34360',-1,'137665','6','11','8','2019-05-22 16:43:03.349')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',17,'Estudiantes La Plata','學生隊',29,'0',25,'阿甲','34360',-1,'137726','7','8','10','2019-05-22 16:43:03.437')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',18,'Gimnasia La Plata','甘拿斯亞',29,'0',25,'阿甲','34360',-1,'137670','8','5','12','2019-05-22 16:43:03.524')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',19,'Patronato Parana','帕托拿圖',26,'0',25,'阿甲','34360',-1,'138618','7','5','13','2019-05-22 16:43:03.615')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',20,'Rosario Central','羅沙里奧中央',26,'0',25,'阿甲','34360',-1,'137673','6','8','11','2019-05-22 16:43:03.708')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',21,'San Martin San Juan','聖馬田聖祖安',25,'0',25,'阿甲','34360',-1,'138382','6','7','12','2019-05-22 16:43:03.797')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',22,'Belgrano','貝格拉諾',24,'0',25,'阿甲','34360',-1,'138387','4','12','9','2019-05-22 16:43:03.891')
16:43:03 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',23,'San Lorenzo','聖羅倫素',23,'0',25,'阿甲','34360',-1,'137051','3','14','8','2019-05-22 16:43:03.988')
16:43:04 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',24,'Colon Santa Fe','高隆',23,'0',25,'阿甲','34360',-1,'137666','4','11','10','2019-05-22 16:43:04.087')
16:43:04 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',25,'San Martin Tucuman','聖馬田圖庫曼',23,'0',25,'阿甲','34360',-1,'138390','4','11','10','2019-05-22 16:43:04.186')
16:43:04 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',26,'Argentinos Juniors','小阿根廷人',21,'0',25,'阿甲','34360',-1,'137658','5','7','13','2019-05-22 16:43:04.276')
17:09:30 BEN login success.
17:09:50 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',1,'Racing Club','競賽會',59,'0',25,'阿甲','34360',-1,'137121','17','6','2','2019-05-22 17:09:50.434')
17:09:50 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',2,'Defensa y Justicia','防衛者',53,'0',25,'阿甲','34360',-1,'138384','15','8','2','2019-05-22 17:09:50.522')
17:09:50 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',3,'Boca Juniors','小保加',51,'0',25,'阿甲','34360',-1,'137050','15','6','4','2019-05-22 17:09:50.609')
17:09:50 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',4,'River Plate','河床',45,'0',25,'阿甲','34360',-1,'137729','13','6','6','2019-05-22 17:09:50.694')
17:09:50 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',5,'Atletico Tucuman','圖庫曼體育會',42,'0',25,'阿甲','34360',-1,'137724','12','6','7','2019-05-22 17:09:50.780')
17:09:50 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',6,'Velez Sarsfield','沙士菲',40,'0',25,'阿甲','34360',-1,'137674','11','7','7','2019-05-22 17:09:50.866')
17:09:50 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',7,'Independiente','獨立隊',38,'0',25,'阿甲','34360',-1,'137727','10','8','7','2019-05-22 17:09:50.954')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',8,'Union Santa Fe','聖達菲聯',36,'0',25,'阿甲','34360',-1,'138396','9','9','7','2019-05-22 17:09:51.039')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',9,'Tigre','堤格雷',36,'0',25,'阿甲','34360',-1,'137052','9','9','7','2019-05-22 17:09:51.128')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',10,'Huracan','颶風隊',35,'0',25,'阿甲','34360',-1,'137671','9','8','8','2019-05-22 17:09:51.213')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',11,'Lanus','拉魯斯',34,'0',25,'阿甲','34360',-1,'137667','9','7','9','2019-05-22 17:09:51.298')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',12,'Talleres Cordoba','泰拿尼斯',33,'0',25,'阿甲','34360',-1,'138842','9','6','10','2019-05-22 17:09:51.386')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',13,'Aldosivi','阿度斯維',33,'0',25,'阿甲','34360',-1,'138383','9','6','10','2019-05-22 17:09:51.472')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',14,'Godoy Cruz','葛度爾古斯',32,'0',25,'阿甲','34360',-1,'137668','9','5','11','2019-05-22 17:09:51.559')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',15,'Newell''s Old Boys','紐維爾',29,'0',25,'阿甲','34360',-1,'137672','7','8','10','2019-05-22 17:09:51.647')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',16,'Banfield','班菲特',29,'0',25,'阿甲','34360',-1,'137665','6','11','8','2019-05-22 17:09:51.744')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',17,'Estudiantes La Plata','學生隊',29,'0',25,'阿甲','34360',-1,'137726','7','8','10','2019-05-22 17:09:51.830')
17:09:51 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',18,'Gimnasia La Plata','甘拿斯亞',29,'0',25,'阿甲','34360',-1,'137670','8','5','12','2019-05-22 17:09:51.915')
17:09:52 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',19,'Patronato Parana','帕托拿圖',26,'0',25,'阿甲','34360',-1,'138618','7','5','13','2019-05-22 17:09:52.001')
17:09:52 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',20,'Rosario Central','羅沙里奧中央',26,'0',25,'阿甲','34360',-1,'137673','6','8','11','2019-05-22 17:09:52.088')
17:09:52 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',21,'San Martin San Juan','聖馬田聖祖安',25,'0',25,'阿甲','34360',-1,'138382','6','7','12','2019-05-22 17:09:52.352')
17:09:52 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',22,'Belgrano','貝格拉諾',24,'0',25,'阿甲','34360',-1,'138387','4','12','9','2019-05-22 17:09:52.447')
17:09:52 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',23,'San Lorenzo','聖羅倫素',23,'0',25,'阿甲','34360',-1,'137051','3','14','8','2019-05-22 17:09:52.547')
17:09:52 Sql: INSERT INTO LEAGRANKINFO (LEAG_ID,RANK,TEAM, HKJC_TEAM,  SCORE, FLAG,  GAMES, CLEAG_ALIAS, SEASON_ID, GROUP_ID, TEAM_ID, IWON, IDRAW, ILOST, CTIMESTAMP) values('2191',24,'Colon Santa Fe','高隆',23,'0',25,'阿甲','34360',-1,'137666','4','11','10','2019-05-22 17:09:52.635')
